,indicator_group,year,value,indicator_name,source_comment,country,indicator_units,source_name,category_name,sub_category
177,,2019.0,1008.0,Utility-scale solar PV total installed cost,Figure 3.4,Germany,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
178,,2019.0,694.0,Utility-scale solar PV total installed cost,Figure 3.4,India,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
179,,2019.0,931.0,Utility-scale solar PV total installed cost,Figure 3.4,Italy,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
180,,2019.0,2322.0,Utility-scale solar PV total installed cost,Figure 3.4,Japan,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
181,,2019.0,1258.0,Utility-scale solar PV total installed cost,Figure 3.4,Netherlands,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
182,,2019.0,1405.0,Utility-scale solar PV total installed cost,Figure 3.4,Republic of Korea,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
183,,2019.0,860.0,Utility-scale solar PV total installed cost,Figure 3.4,Spain,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
184,,2019.0,1033.0,Utility-scale solar PV total installed cost,Figure 3.4,Türkiye,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
185,,2019.0,977.0,Utility-scale solar PV total installed cost,Figure 3.4,Ukraine,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
186,,2019.0,1142.0,Utility-scale solar PV total installed cost,Figure 3.4,United Kingdom,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
187,,2019.0,1369.0,Utility-scale solar PV total installed cost,Figure 3.4,United States,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
188,,2019.0,1183.0,Utility-scale solar PV total installed cost,Figure 3.4,Viet Nam,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
189,,2020.0,1176.0,Utility-scale solar PV total installed cost,Figure 3.4,Australia,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
190,,2020.0,721.0,Utility-scale solar PV total installed cost,Figure 3.4,China,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
191,,2020.0,1045.0,Utility-scale solar PV total installed cost,Figure 3.4,France,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
192,,2020.0,776.0,Utility-scale solar PV total installed cost,Figure 3.4,Germany,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
193,,2020.0,661.0,Utility-scale solar PV total installed cost,Figure 3.4,India,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
194,,2020.0,866.0,Utility-scale solar PV total installed cost,Figure 3.4,Italy,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
195,,2020.0,2031.0,Utility-scale solar PV total installed cost,Figure 3.4,Japan,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
196,,2020.0,1246.0,Utility-scale solar PV total installed cost,Figure 3.4,Netherlands,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
197,,2020.0,1052.0,Utility-scale solar PV total installed cost,Figure 3.4,Republic of Korea,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
198,,2020.0,845.0,Utility-scale solar PV total installed cost,Figure 3.4,Spain,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
199,,2020.0,917.0,Utility-scale solar PV total installed cost,Figure 3.4,Türkiye,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
200,,2020.0,948.0,Utility-scale solar PV total installed cost,Figure 3.4,Ukraine,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
201,,2020.0,937.0,Utility-scale solar PV total installed cost,Figure 3.4,United Kingdom,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
202,,2020.0,1241.0,Utility-scale solar PV total installed cost,Figure 3.4,United States,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
203,,2020.0,1052.0,Utility-scale solar PV total installed cost,Figure 3.4,Viet Nam,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
204,,2021.0,1095.0,Utility-scale solar PV total installed cost,Figure 3.4,Australia,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
205,,2021.0,672.0,Utility-scale solar PV total installed cost,Figure 3.4,China,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
206,,2021.0,865.0,Utility-scale solar PV total installed cost,Figure 3.4,France,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
207,,2021.0,742.0,Utility-scale solar PV total installed cost,Figure 3.4,Germany,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
208,,2021.0,631.0,Utility-scale solar PV total installed cost,Figure 3.4,India,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
209,,2021.0,840.0,Utility-scale solar PV total installed cost,Figure 3.4,Italy,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
210,,2021.0,1812.0,Utility-scale solar PV total installed cost,Figure 3.4,Japan,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
211,,2021.0,1094.0,Utility-scale solar PV total installed cost,Figure 3.4,Netherlands,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
212,,2021.0,1006.0,Utility-scale solar PV total installed cost,Figure 3.4,Republic of Korea,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
213,,2021.0,873.0,Utility-scale solar PV total installed cost,Figure 3.4,Spain,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
214,,2021.0,867.0,Utility-scale solar PV total installed cost,Figure 3.4,Türkiye,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
215,,2021.0,1107.0,Utility-scale solar PV total installed cost,Figure 3.4,Ukraine,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
216,,2021.0,907.0,Utility-scale solar PV total installed cost,Figure 3.4,United Kingdom,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
217,,2021.0,1162.0,Utility-scale solar PV total installed cost,Figure 3.4,United States,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
218,,2021.0,739.0,Utility-scale solar PV total installed cost,Figure 3.4,Viet Nam,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
219,,2022.0,923.0,Utility-scale solar PV total installed cost,Figure 3.4,Australia,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
220,,2022.0,715.0,Utility-scale solar PV total installed cost,Figure 3.4,China,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
221,,2022.0,1157.0,Utility-scale solar PV total installed cost,Figure 3.4,France,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
222,,2022.0,996.0,Utility-scale solar PV total installed cost,Figure 3.4,Germany,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
223,,2022.0,640.0,Utility-scale solar PV total installed cost,Figure 3.4,India,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
224,,2022.0,771.0,Utility-scale solar PV total installed cost,Figure 3.4,Italy,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
225,,2022.0,1905.0,Utility-scale solar PV total installed cost,Figure 3.4,Japan,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
226,,2022.0,1221.0,Utility-scale solar PV total installed cost,Figure 3.4,Netherlands,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
227,,2022.0,1338.0,Utility-scale solar PV total installed cost,Figure 3.4,Republic of Korea,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
228,,2022.0,778.0,Utility-scale solar PV total installed cost,Figure 3.4,Spain,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
229,,2022.0,690.0,Utility-scale solar PV total installed cost,Figure 3.4,Türkiye,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
230,,2022.0,,Utility-scale solar PV total installed cost,Figure 3.4,Ukraine,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
231,,2022.0,910.0,Utility-scale solar PV total installed cost,Figure 3.4,United Kingdom,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
232,,2022.0,1119.0,Utility-scale solar PV total installed cost,Figure 3.4,United States,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
233,,2022.0,1167.0,Utility-scale solar PV total installed cost,Figure 3.4,Viet Nam,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
234,,2022.0,1.22967033,Utility-scale solar PV total installed cost,Figure 3.4,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
235,,2022.0,1.212351029,Utility-scale solar PV total installed cost,Figure 3.4,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
236,Modules,,378.0,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
237,Inverters,,108.3,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
238,Racking and mounting,,105.0,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
239,Grid connection,,108.6,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
240,Cabling/ wiring,,48.0,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
241,Safety and security,,21.2,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
242,Monitoring and control,,15.8,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
243,Mechanical installation,,519.6,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
244,Electrical installation,,324.8,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
245,Inspection,,45.6,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
246,Margin,,128.8,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
247,Financing costs,,17.0,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
248,System design,,3.3,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
249,Permitting,,25.7,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
250,Incentive application,,44.1,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
251,Customer acquisition,,11.6,Total installed cost ,Fig. 3.6,Japan, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
252,Modules,,548.2,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
253,Inverters,,165.3,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
254,Racking and mounting,,99.2,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
255,Grid connection,,209.6,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
256,Cabling/ wiring,,79.6,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
257,Safety and security,,19.5,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
258,Monitoring and control,,9.0,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
259,Mechanical installation,,159.2,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
260,Electrical installation,,139.9,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
261,Inspection,,20.4,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
262,Margin,,167.0,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
263,Financing costs,,6.5,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
264,System design,,23.3,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
265,Permitting,,37.6,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
266,Incentive application,,20.7,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
267,Customer acquisition,,5.2,Total installed cost ,Fig. 3.6,Russian Federation, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
268,Modules,,430.5,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
269,Inverters,,83.0,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
270,Racking and mounting,,198.6,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
271,Grid connection,,158.4,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
272,Cabling/ wiring,,29.7,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
273,Safety and security,,55.6,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
274,Monitoring and control,,5.7,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
275,Mechanical installation,,94.7,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
276,Electrical installation,,83.2,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
277,Inspection,,30.7,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
278,Margin,,171.5,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
279,Financing costs,,57.2,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
280,System design,,9.3,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
281,Permitting,,2.7,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
282,Incentive application,,0.0,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
283,Customer acquisition,,8.4,Total installed cost ,Fig. 3.6,Cyprus, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
284,Modules,,300.2,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
285,Inverters,,40.6,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
286,Racking and mounting,,39.2,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
287,Grid connection,,45.5,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
288,Cabling/ wiring,,50.3,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
289,Safety and security,,16.1,Total installed cost ,Fig. 3.6,Ireland, USD/kW,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
