,Region,Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Poducer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
3795,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Biomass pellets and briquettes,On-grid electricity,2022.0,,0.765
3796,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Straw,On-grid electricity,2020.0,3.812,
3797,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Straw,On-grid electricity,2021.0,3.812,
3798,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020.0,7.412,
3799,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021.0,7.412,
3800,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,508.836,95.302
3801,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,558.6,93.955
3802,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,106.955
3803,Europe,Latvia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,2603.042,1586.276
3804,Europe,Latvia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,2707.796,1587.23
3805,Europe,Latvia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,1608.23
3806,Europe,Latvia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,4.847,5.102
3807,Europe,Latvia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,6.797,7.155
3808,Europe,Latvia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,56.155
3809,Europe,Latvia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,176.842,78.072
3810,Europe,Latvia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,141.436,77.129
3811,Europe,Latvia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,136.129
3812,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,1738
3813,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,1734
3814,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,1734
3815,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,1698,
3816,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,1221.4,
3817,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,123.3,
3818,Europe,Lithuania,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,95.1,
3819,Europe,Lithuania,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,341.5,56
3820,Europe,Lithuania,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,430.2,56.5
3821,Europe,Lithuania,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,55
3822,Europe,Lithuania,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020.0,779.5,760
3823,Europe,Lithuania,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021.0,710.2,760
3824,Europe,Lithuania,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022.0,,760
3825,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,37.251,21
3826,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,37.251,22
3827,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,22
3828,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,89.191,9
3829,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,96.491,9
3830,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,9
3831,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,22.958,6
3832,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,22.958,6
3833,Europe,Lithuania,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,6
3834,Europe,Lithuania,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,71.3,17
3835,Europe,Lithuania,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,142.1,20.5
3836,Europe,Lithuania,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,19
3837,Europe,Lithuania,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020.0,373.4,63
3838,Europe,Lithuania,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021.0,386.7,58
3839,Europe,Lithuania,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2022.0,,62
3840,Europe,Lithuania,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,300.6,117
3841,Europe,Lithuania,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,383.7,117
3842,Europe,Lithuania,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,117
3843,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,55.6,84
3844,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,120.5,171
3845,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,171
3846,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,73.2,80
3847,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,70.3,84
3848,Europe,Lithuania,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,397
3849,Europe,Lithuania,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,1551.7,540
3850,Europe,Lithuania,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,1361.7,671
3851,Europe,Lithuania,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,814
3852,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,73.38
3853,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,69.428
3854,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,43.428
3855,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,184.045,
3856,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,173.127,
3857,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,0.01,
3858,Europe,Luxembourg,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,0.001,
3859,Europe,Luxembourg,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,71.449,8.625
3860,Europe,Luxembourg,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,70.056,8.625
3861,Europe,Luxembourg,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,8.625
3862,Europe,Luxembourg,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020.0,1002.472,1296
3863,Europe,Luxembourg,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021.0,977.96,1296
3864,Europe,Luxembourg,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022.0,,1296
3865,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,0.028,0.1
3866,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,0.024,0.1
3867,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,0.1
3868,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,59.893,9.913
3869,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,58.765,10.017
3870,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,10.017
3871,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,3.256,2.3
3872,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,2.186,2.3
3873,Europe,Luxembourg,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,2.3
3874,Europe,Luxembourg,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,43.421,8.625
3875,Europe,Luxembourg,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,42.574,8.625
3876,Europe,Luxembourg,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,8.625
3877,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Biomass pellets and briquettes,On-grid electricity,2020.0,26.569,
3878,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Biomass pellets and briquettes,On-grid electricity,2021.0,28.507,
3879,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020.0,20.22,
3880,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021.0,20.69,
3881,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,218.903,35.145
3882,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,235.873,35.145
3883,Europe,Luxembourg,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,35.145
3884,Europe,Luxembourg,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,91.602,34.527
3885,Europe,Luxembourg,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,106.812,34.527
3886,Europe,Luxembourg,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,31.527
3887,Europe,Luxembourg,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,161.261,186.643
3888,Europe,Luxembourg,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,180.188,277.161
3889,Europe,Luxembourg,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,319.161
3890,Europe,Luxembourg,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,351.135,152.744
3891,Europe,Luxembourg,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,314.313,136.444
3892,Europe,Luxembourg,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,165.444
3893,Europe,Malta,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,52.2
3894,Europe,Malta,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,52.2
3895,Europe,Malta,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,52.2
3896,Europe,Malta,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,1840.58,357.8
3897,Europe,Malta,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,1906.95,357.8
3898,Europe,Malta,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,357.8
3899,Europe,Malta,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,59.682,180
3900,Europe,Malta,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,44.868,180
3901,Europe,Malta,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,180
3902,Europe,Malta,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,5.89,4.56
3903,Europe,Malta,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,7.233,4.56
3904,Europe,Malta,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,4.56
3905,Europe,Malta,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,236.866,187.903
3906,Europe,Malta,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,255.946,205.655
3907,Europe,Malta,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,221
3908,Europe,Malta,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,0.058,0.1
3909,Europe,Malta,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,0.058,0.1
3910,Europe,Malta,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,0.1
3911,Europe,Montenegro,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,1615.4,225
3912,Europe,Montenegro,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,1444.1,225
3913,Europe,Montenegro,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,225
3914,Europe,Montenegro,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,1447.8,696.685
3915,Europe,Montenegro,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,2010.1,696.685
3916,Europe,Montenegro,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,696.685
3917,Europe,Montenegro,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,2.3,2.57
3918,Europe,Montenegro,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,2.5,2.57
3919,Europe,Montenegro,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,22.2
3920,Europe,Montenegro,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,315.4,118
3921,Europe,Montenegro,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,320.1,118
3922,Europe,Montenegro,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,118
3923,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,10085.878,
3924,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,17356.5,
3925,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,22810.5
3926,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,22603.343
3927,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,22424.343
3928,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,72550.652,
3929,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,56632.045,
3930,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,1339.428,
3931,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,1332.711,
3932,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020.0,4087.363,485
3933,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021.0,3827.956,512
3934,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022.0,,512
3935,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,2483.991,466.25
3936,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,2511.183,540.167
3937,Europe,Netherlands (Kingdom of the),Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,540.167
3938,Europe,Netherlands (Kingdom of the),Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,13.86,19
