,Region,Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Poducer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
5603,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2020.0,193.18,133.5
5604,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2021.0,271.91,132.63
5605,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2022.0,248.95,132.63
5606,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,133.439,50.25
5607,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,182.888,115
5608,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,289.274,127
5609,South America,Bolivia (Plurinational State of),Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,Off-grid electricity,2022.0,,1
5610,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,2.88,0.8
5611,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,3.93,0.8
5612,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,4.05,0.8
5613,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,2939.315,795.63
5614,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,3232.899,795.63
5615,South America,Bolivia (Plurinational State of),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,2847.738,795.63
5616,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,5.97,5.28
5617,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,4.57,5.28
5618,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,4.3,5.28
5619,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,244.021,115.07
5620,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,345.961,165.08
5621,South America,Bolivia (Plurinational State of),Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,347.244,165.351
5622,South America,Bolivia (Plurinational State of),Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,64.209,27
5623,South America,Bolivia (Plurinational State of),Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,119.623,127.8
5624,South America,Bolivia (Plurinational State of),Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,440.542,131.4
5625,South America,Brazil,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,13380,3582.83
5626,South America,Brazil,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,19251,3582.83
5627,South America,Brazil,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,3465.83
5628,South America,Brazil,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,59480,15702.129
5629,South America,Brazil,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,86958,17095.48
5630,South America,Brazil,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,18246.76
5631,South America,Brazil,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,12026,9398.056
5632,South America,Brazil,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,20246,9400.377
5633,South America,Brazil,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,8707.804
5634,South America,Brazil,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020.0,14053,1990
5635,South America,Brazil,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021.0,14705,1990
5636,South America,Brazil,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022.0,,1990
5637,South America,Brazil,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,6902,165.97
5638,South America,Brazil,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,7369,165.97
5639,South America,Brazil,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,165.97
5640,South America,Brazil,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2020.0,339.027,134.865
5641,South America,Brazil,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2021.0,398.65,134.865
5642,South America,Brazil,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2022.0,,140.585
5643,South America,Brazil,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,492.785,201.124
5644,South America,Brazil,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,634.124,227.93
5645,South America,Brazil,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,239.455
5646,South America,Brazil,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,204.796,116.327
5647,South America,Brazil,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,304.073,89.411
5648,South America,Brazil,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,106.157
5649,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Advanced biodiesel,On-grid electricity,2020.0,555,0.32
5650,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Advanced biodiesel,On-grid electricity,2021.0,706,0.32
5651,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Advanced biodiesel,On-grid electricity,2022.0,,0.32
5652,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2020.0,10.936,4.35
5653,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2021.0,12.859,4.35
5654,South America,Brazil,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2022.0,,17.18
5655,South America,Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,47.185,14.404
5656,South America,Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,77.33,29.734
5657,South America,Brazil,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,34.539
5658,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,38776,11913.413
5659,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,34326,12064.132
5660,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,12277.244
5661,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020.0,14475,2538.701
5662,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021.0,15144,2948.008
5663,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022.0,,3299.414
5664,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2020.0,79.688,31.7
5665,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2021.0,93.703,31.7
5666,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Energy crops,On-grid electricity,2022.0,,31.7
5667,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2020.0,145.308,57.804
5668,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2021.0,173.818,59.804
5669,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2022.0,,64.579
5670,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020.0,2363,142.772
5671,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021.0,2240,147.185
5672,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2022.0,,269.647
5673,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,1302.461,530.12
5674,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,1690.772,613.87
5675,South America,Brazil,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,724.85
5676,South America,Brazil,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,396382,109318.356
5677,South America,Brazil,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,362818.451,109426.25
5678,South America,Brazil,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,109814.174
5679,South America,Brazil,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2020.0,0.044,0.05
5680,South America,Brazil,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2021.0,0.044,0.05
5681,South America,Brazil,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2022.0,,0.05
5682,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,9.396,7.241
5683,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,8.548,7.241
5684,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,7.241
5685,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,10749,8283.262
5686,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,16752.281,14189.811
5687,South America,Brazil,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,24071.615
5688,South America,Brazil,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,57050,17198.324
5689,South America,Brazil,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,72285.975,21161.27
5690,South America,Brazil,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,24163.128
5691,South America,Chile,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,26070.681,4639.144
5692,South America,Chile,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,25734.223,4641.274
5693,South America,Chile,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,4629.508
5694,South America,Chile,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,15292.329,3821.135
5695,South America,Chile,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,15488.217,3883.176
5696,South America,Chile,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,3883.901
5697,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,592,14.87
5698,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,592,16.87
5699,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,,16.27
5700,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,1138.9,3776.265
5701,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,2423,4053.867
5702,South America,Chile,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,4121.061
5703,South America,Chile,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,,18.42
5704,South America,Chile,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,,18.42
5705,South America,Chile,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,18.42
5706,South America,Chile,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,51.34,41.796
5707,South America,Chile,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,45.215,41.796
5708,South America,Chile,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,42.481
5709,South America,Chile,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,10.081,8.206
5710,South America,Chile,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,13.854,12.806
5711,South America,Chile,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,12.436
5712,South America,Chile,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,6.736,5.484
5713,South America,Chile,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,9.736,9
5714,South America,Chile,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,9
5715,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020.0,1146.246,261.7
5716,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021.0,1146.246,240.147
5717,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022.0,,291.08
5718,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020.0,3432.959,783.781
5719,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021.0,3818.898,890.618
5720,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022.0,,890.618
5721,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Straw,On-grid electricity,2020.0,194.91,44.5
5722,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Straw,On-grid electricity,2021.0,190.812,44.5
5723,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Straw,On-grid electricity,2022.0,,44.5
5724,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,394.706,90.116
5725,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,386.408,90.116
5726,South America,Chile,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,90.116
5727,South America,Chile,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,216,39.7
5728,South America,Chile,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,325.519,39.7
5729,South America,Chile,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,51.4
5730,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,57.52,1.445
5731,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,167.582,1.445
5732,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,2.225
5733,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,21720.927,6771.511
5734,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,17904.691,6805.428
5735,South America,Chile,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,7286.609
5736,South America,Chile,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,8140.633,3205.438
5737,South America,Chile,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,10565.366,4360.007
5738,South America,Chile,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,6142.165
5739,South America,Chile,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2021.0,118.556,108.27
5740,South America,Chile,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2022.0,,108.27
5741,South America,Chile,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,5602.299,2148.996
5742,South America,Chile,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,7628.098,3137.006
5743,South America,Chile,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,3829.679
5744,South America,Colombia,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,10117.323,1664.3
5745,South America,Colombia,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,5093.638,1657.9
5746,South America,Colombia,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022.0,,1663.9
5747,South America,Colombia,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,14219.016,2540.11
5748,South America,Colombia,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,12288.483,2884.11
5749,South America,Colombia,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,3031.083
5750,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,475.164,271.87
5751,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,476.316,271.87
5752,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,,222.274
5753,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,3127.61,1123
5754,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,2763.23,1119
5755,South America,Colombia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,1180
5756,South America,Colombia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,0.124,1.7
5757,South America,Colombia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,0.124,1.7
5758,South America,Colombia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,1.7
5759,South America,Colombia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,0.14,2.75
5760,South America,Colombia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,0.14,2.75
5761,South America,Colombia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,2.75
5762,South America,Colombia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,6.57,5
5763,South America,Colombia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,13.14,5
5764,South America,Colombia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,5
5765,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2020.0,0.156,0.059
5766,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2021.0,0.156,0.059
5767,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,Off-grid electricity,2022.0,,0.059
5768,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,1712,319.2
5769,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,1825.489,387.2
5770,South America,Colombia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,387.2
5771,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020.0,115.293,
5772,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021.0,219.634,
5773,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,1.041,9.405
5774,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,1.041,13.502
5775,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,13.502
5776,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,49837.353,11944.792
5777,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,60496,11944.792
5778,South America,Colombia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,12549.147
5779,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,14.738,14.621
5780,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,32.787,34.532
5781,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,48.64
5782,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,229.789,70.892
5783,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,496.738,169.401
5784,South America,Colombia,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,442.81
5785,South America,Colombia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,10.117,18.42
5786,South America,Colombia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,60,18.42
5787,South America,Colombia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,18.42
5788,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,Off-grid electricity,2020.0,391.766,121.25
5789,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,Off-grid electricity,2021.0,389.092329463,165.05
5790,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,Off-grid electricity,2022.0,376.25433601699984,143.76700000000002
5791,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,708.162,820.595
5792,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,594.535,819.795
5793,South America,Ecuador,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,703.562,819.795
5794,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,3525.894,1236.9070210000004
5795,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,3619.824725882993,1254.5150210000006
5796,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,3750.343139669999,1225.9550210000004
5797,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,1703.47,1234.456
5798,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,1515.006,1243.676
5799,South America,Ecuador,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,3054.213,1242.076
5800,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,5.176,1.06
5801,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,4.205,2.12
5802,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,5.451,2.12
5803,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,38.814,6.2
5804,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,37.926,6.2
5805,South America,Ecuador,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,36.138,6.2
5806,South America,Ecuador,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,426.591,144.3
5807,South America,Ecuador,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,372.798,144.3
5808,South America,Ecuador,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,348.083,144.3
5809,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,20.408,6.06
5810,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,19.084,6.06
5811,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,10.765,6.06
5812,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,24303.696,5091.69
5813,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,25543.805,5092.686
5814,South America,Ecuador,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,24624.393,5185.236
5815,South America,Ecuador,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,3.949,3.169
5816,South America,Ecuador,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,3.425,3.192
