,country,year,value,indicator_name,indicator_topic,indicator_subtopic,indicator_group,source_description
775,,Austria,25,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
776,,Austria,48.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
777,,Austria,2.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
778,,Austria,6.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
779,,Austria,1.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
780,,Austria,1.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
781,,Austria,0,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
782,,Türkiye,203.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
783,,Türkiye,27.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
784,,Türkiye,27.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
785,,Türkiye,33.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
786,,Türkiye,47.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
787,,Türkiye,5.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
788,,Türkiye,2.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
789,,Türkiye,63.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
790,,Türkiye,49.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
791,,Türkiye,7.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
792,,Türkiye,65.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
793,,Türkiye,45.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
794,,Türkiye,11.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
795,,Türkiye,55.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
796,,Türkiye,41.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
797,,Türkiye,1.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
798,,Saudi Arabia,226.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
799,,Saudi Arabia,29.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
800,,Saudi Arabia,65.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
801,,Saudi Arabia,36.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
802,,Saudi Arabia,52.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
803,,Saudi Arabia,7.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
804,,Saudi Arabia,7.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
805,,Saudi Arabia,37.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
806,,Saudi Arabia,27.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
807,,Saudi Arabia,22,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
808,,Saudi Arabia,83.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
809,,Saudi Arabia,2.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
810,,Saudi Arabia,21.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
811,,Saudi Arabia,21.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
812,,Saudi Arabia,0,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
813,,Saudi Arabia,10.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
814,,India,196.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
815,,India,28.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
816,,India,52.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
817,,India,34.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
818,,India,34.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
819,,India,22.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
820,,India,6.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
821,,India,46,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
822,,India,32.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
823,,India,7.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
824,,India,50.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
825,,India,79.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
826,,India,17.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
827,,India,15.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
828,,India,8.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
829,,India,6.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
830,Australia,2010,0.452465162,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
831,Australia,2011,0.459734925,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
832,Australia,2012,0.278357836,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
833,Australia,2013,0.159764393,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
834,Australia,2014,0.131541533,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
835,Australia,2015,0.113246211,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
836,Australia,2016,0.087030841,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
837,Australia,2017,0.095384308,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
838,Australia,2018,0.078405503,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
839,Australia,2019,0.074910534,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
840,Australia,2020,0.0564917,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
841,Australia,2021,0.044535623,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
842,Australia,2022,0.040600067,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
843,Chile,2012,0.200578205,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
844,Chile,2013,0.148795515,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
845,Chile,2014,0.146549488,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
846,Chile,2015,0.101618569,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
847,Chile,2016,0.093469677,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
848,Chile,2017,0.090036543,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
849,Chile,2018,0.119484732,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
850,Chile,2019,0.095379701,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
851,Chile,2020,0.064652204,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
852,Chile,2021,0.046149528,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
853,Chile,2022,0.042214492,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
854,China,2010,0.330995007,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
855,China,2011,0.287223135,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
856,China,2012,0.210792229,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
857,China,2013,0.165432079,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
858,China,2014,0.123615606,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
859,China,2015,0.091990763,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
860,China,2016,0.079772137,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
861,China,2017,0.069809038,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
862,China,2018,0.053408421,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
863,China,2019,0.049452208,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
864,China,2020,0.042106358,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
865,China,2021,0.036059337,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
866,China,2022,0.037186173,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
867,France,2010,0.42259309,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
868,France,2011,0.429399219,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
869,France,2012,0.436460088,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
870,France,2013,0.258954045,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
871,France,2014,0.172390627,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
872,France,2015,0.120915092,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
873,France,2016,0.095151855,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
874,France,2017,0.085250178,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
875,France,2018,0.071946284,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
876,France,2019,0.066036221,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
877,France,2020,0.058353578,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
878,France,2021,0.051748469,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
879,France,2022,0.062000158,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
880,Germany,2010,0.400974471,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
881,Germany,2011,0.339016429,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
882,Germany,2012,0.273244825,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
883,Germany,2013,0.216043983,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
884,Germany,2014,0.159218871,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
885,Germany,2015,0.126781558,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
886,Germany,2016,0.111107812,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
887,Germany,2017,0.10126371,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
888,Germany,2018,0.097046495,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
889,Germany,2019,0.079966977,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
890,Germany,2020,0.068560651,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
891,Germany,2021,0.062845353,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
892,Germany,2022,0.080074019,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
893,India,2010,0.375921557,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
894,India,2011,0.238901447,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
895,India,2012,0.203304171,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
896,India,2013,0.202953327,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
897,India,2014,0.132303038,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
898,India,2015,0.086620551,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
899,India,2016,0.081654126,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
900,India,2017,0.074552677,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
901,India,2018,0.054104189,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
902,India,2019,0.042814794,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
903,India,2020,0.040612355,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
904,India,2021,0.036749299,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
905,India,2022,0.03741286,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
906,Italy,2010,0.447375866,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
907,Italy,2011,0.421137603,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
908,Italy,2012,0.214152415,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
909,Italy,2013,0.189134243,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
910,Italy,2014,0.155782757,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
911,Italy,2017,0.0766658,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
912,Italy,2018,0.067117737,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
913,Italy,2019,0.0620062,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
914,Italy,2020,0.058409366,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
915,Italy,2021,0.053237129,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
916,Italy,2022,0.061481748,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
917,Japan,2011,0.468019683,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
918,Japan,2012,0.334443367,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
919,Japan,2013,0.277330954,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
920,Japan,2014,0.245648318,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
921,Japan,2015,0.17546622,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
922,Japan,2016,0.176468811,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
923,Japan,2017,0.139302843,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
924,Japan,2018,0.12882674,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
925,Japan,2019,0.118373991,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
926,Japan,2020,0.110389532,Weighted-average LCOE (2022 USD/kWh),Infrastructure,Power Infrastructure,,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
